gene,importance,group,scores,logfoldchange,pvals,adj_p_value,pct_nz_group,pct_nz_reference,combined_score
LINC02384,0.00010985678226492516,Ref,0.077815235,-0.35206035,0.9379750271426646,1.0,0.011986603208179094,0.011304114795234731,-0.0
NRP2,0.0002723711513800549,CKD,0.26850626,0.052125502,0.7883096658212618,1.0,0.0340844266970907,0.03262731661734932,-0.0
CXCL12,0.0010009779828562292,Ref,-0.42861763,-0.09812493,0.6682015259645588,1.0,0.11563546624361008,0.11854703145175043,-0.0
SLC12A3,0.0010104405068871117,CKD,0.73152065,0.06808233,0.4644611937927219,1.0,0.06393801102871269,0.05999844261018533,-0.0
GJA1,0.00026995552464292405,CKD,-0.12036596,-0.12718287,0.904193252399849,1.0,0.040977372123977944,0.04146550381560504,-0.0
CDKN2A,0.0002608467830730236,AKI,0.5678803,0.32189107,0.5701162651009054,1.0,0.012842936384988256,0.009771986970684038,-0.0
RP5-1028K7.2,1.2508494273635314e-05,Ref,0.035580467,0.7927025,0.9716168845108721,1.0,0.0007050943063634761,0.00041415937827368624,-0.0
HP,1.249106247215658e-05,AKI,0.27103013,1.946228,0.7863678655433702,1.0,0.002248763180250862,0.0007862518252274514,-0.0
HP,1.249106247215658e-05,CKD,-0.2532129,-2.0103776,0.8001037035232834,1.0,0.0006655257653546302,0.002024606759071796,-0.0
HP,1.249106247215658e-05,Ref,-0.024912154,-0.5113814,0.9801250320672457,1.0,0.0012339150361360832,0.0014373766657733817,-0.0
MLC1,1.245921117148101e-05,CKD,-0.5436677,-2.223426,0.5866701617185737,1.0,0.001093363757368321,0.004010278772776826,-0.0
MLC1,1.245921117148101e-05,Ref,-0.3263119,-3.1800122,0.7441883911602202,1.0,0.00035254715318173806,0.003020927229761006,-0.0
LILRA3,1.240858692907838e-05,AKI,-0.28193864,-2.0415359,0.7779905620689609,1.0,0.00034980760581680074,0.0018720281553034558,-0.0
LILRA3,1.240858692907838e-05,CKD,0.086019516,0.87091905,0.9314509003745504,1.0,0.001473664194713824,0.001012303379535898,-0.0
LILRA3,1.240858692907838e-05,Ref,0.29611284,1.2437031,0.7671439062109267,1.0,0.0033491979552265115,0.000925768022023534,-0.0
LCNL1,1.2401305515280106e-05,AKI,-0.19860661,-1.0495573,0.842570481828963,1.0,0.0006496426965169157,0.0017222659028791794,-0.0
LCNL1,1.2401305515280106e-05,CKD,-0.07347857,-0.152606,0.9414252977454212,1.0,0.001045826202700133,0.001440585578570316,-0.0
SCT,4.267092022171004e-05,Ref,0.24442962,-0.2923253,0.8068981091129985,1.0,0.006522122333862154,0.004507028528272468,-0.0
LINC02132,1.2370903127669348e-05,AKI,0.31489745,2.0688837,0.7528395130924213,1.0,0.002298735695367548,0.0005990490096971058,-0.0
LINC02132,1.2370903127669348e-05,CKD,-0.19194433,-1.363554,0.8477858161977883,1.0,0.0007606008746910059,0.001790998286871204,-0.0
LINC02132,1.2370903127669348e-05,Ref,-0.1846979,-21.23228,0.8534660015559541,1.0,0.0,0.001510463614880503,-0.0
TBX1,1.222531990418736e-05,AKI,0.09515594,0.5475383,0.9241909651115666,1.0,0.0017490380290840037,0.0012355385825002809,-0.0
TBX1,1.222531990418736e-05,CKD,-0.042163078,-0.2232405,0.9663686955477483,1.0,0.0013310515307092604,0.001557389814670612,-0.0
TBX1,1.222531990418736e-05,Ref,-0.07993829,-0.99074435,0.9362863361349476,1.0,0.0008813678829543451,0.0015348259312495433,-0.0
PI15,1.2155369538870532e-05,AKI,-0.022951836,0.49607837,0.9816886929656509,1.0,0.0006996152116336015,0.0008236923883335205,-0.0
PI15,1.2155369538870532e-05,CKD,0.028842326,-0.09194059,0.9769903439597958,1.0,0.0008556759840273817,0.0007008254166017754,-0.0
PI15,1.2155369538870532e-05,Ref,-0.00916122,-1.3421085,0.9926905059855667,1.0,0.0007050943063634761,0.0007795941238092918,-0.0
WFDC5,1.2134924388219354e-05,AKI,-0.26583305,-2.7365246,0.7903677901962113,1.0,0.0002498625755834291,0.0016848253397731103,-0.0
WFDC5,1.2134924388219354e-05,CKD,0.36218417,3.4414883,0.7172144106914103,1.0,0.002139189960068454,0.0001946737268338265,-0.0
WFDC5,1.2134924388219354e-05,Ref,-0.1489499,-20.418941,0.8815931571977637,1.0,0.0,0.0012181158184520185,-0.0
LCNL1,1.2401305515280106e-05,Ref,0.41281626,1.7019433,0.6797412325521996,1.0,0.004230565838180857,0.0008526810729164129,-0.0
KRT81,1.3321952155899347e-05,AKI,-0.025226638,-0.16025935,0.9798741898594986,1.0,0.0010993953325670882,0.0012355385825002809,-0.0
KRT81,1.3321952155899347e-05,CKD,0.13265456,0.8654466,0.894466577110632,1.0,0.0015687393040501997,0.0008565643980688367,-0.0
KRT81,1.3321952155899347e-05,Ref,-0.1638449,-20.98996,0.8698532425596635,1.0,0.0,0.0013399274002972202,-0.0
AL138820.1,1.3317945747649851e-05,AKI,-0.12013198,-1.1562077,0.9043785997887428,1.0,0.0005496976662835441,0.0011980980193942116,-0.0
AL138820.1,1.3317945747649851e-05,CKD,0.18746409,1.611419,0.8512967806975228,1.0,0.001473664194713824,0.0004672169444011836,-0.0
AL138820.1,1.3317945747649851e-05,Ref,-0.10354973,-1.9759272,0.9175266858916714,1.0,0.00017627357659086903,0.0010232172874996954,-0.0
TRGV9,1.3083460285160594e-05,AKI,0.29166868,2.3142374,0.7705399584345991,1.0,0.0019489280895507472,0.00037440563106069113,-0.0
TRGV9,1.3083460285160594e-05,CKD,-0.22647624,-1.9800167,0.8208310371341572,1.0,0.00038030043734550294,0.0015963245600373775,-0.0
TRGV9,1.3083460285160594e-05,Ref,-0.096905924,-1.7404935,0.9228011037848127,1.0,0.00035254715318173806,0.0011450288693448973,-0.0
RP11-472N13.3,1.3016446392163085e-05,AKI,-0.21039067,-4.2689157,0.833362777929252,1.0,9.994503023337164e-05,0.0012355385825002809,-0.0
RP11-472N13.3,1.3016446392163085e-05,CKD,0.16497117,2.1170516,0.8689666661927363,1.0,0.0012359764213728847,0.0003504127083008877,-0.0
RP11-472N13.3,1.3016446392163085e-05,Ref,0.06745517,0.69059837,0.9462193505748152,1.0,0.0012339150361360832,0.0006821448583331304,-0.0
RP5-1028K7.2,1.2508494273635314e-05,CKD,0.02486058,0.098606765,0.980166171032481,1.0,0.0005229131013500665,0.000389347453667653,-0.0
LUCAT1,1.2870795590135407e-05,CKD,0.05058163,0.66831094,0.9596589022755196,1.0,0.0012835139760410724,0.001012303379535898,-0.0
LUCAT1,1.2870795590135407e-05,Ref,-0.10878621,-1.3159809,0.913372062176312,1.0,0.00035254715318173806,0.0012424781348210588,-0.0
RP13-436F16.1,1.2721669228588879e-05,AKI,-0.41611874,-2.4702966,0.6773231254744385,1.0,0.0005996701814002299,0.002845482796061253,-0.0
RP13-436F16.1,1.2721669228588879e-05,CKD,0.48947906,2.7715578,0.6245025764927201,1.0,0.003327628826773151,0.0007008254166017754,-0.0
RP13-436F16.1,1.2721669228588879e-05,Ref,-0.115164824,-2.0338192,0.9083144779765666,1.0,0.0010576414595452142,0.00199770994226131,-0.0
OMD,1.2548928093668674e-05,AKI,-0.1732493,-0.99071735,0.8624554727800113,1.0,0.0011993403628004597,0.0021341120970459395,-0.0
OMD,1.2548928093668674e-05,CKD,-0.15242471,-0.54425657,0.878851966440076,1.0,0.0012835139760410724,0.0021024762498053264,-0.0
OMD,1.2548928093668674e-05,Ref,0.49465287,2.0683556,0.6208451816511154,1.0,0.005288207297726071,0.0012424781348210588,-0.0
OLFM3,1.2516413703300036e-05,AKI,-0.4646549,-1.6437387,0.6421786076847087,1.0,0.0014991754535005747,0.004006140252349396,-0.0
OLFM3,1.2516413703300036e-05,CKD,0.11768113,0.2114222,0.9063203199758758,1.0,0.003280091272104963,0.0026475626849400405,-0.0
OLFM3,1.2516413703300036e-05,Ref,0.52470225,1.7716902,0.5997901917847224,1.0,0.006698395910453023,0.0024118693205349966,-0.0
RP5-1028K7.2,1.2508494273635314e-05,AKI,-0.048480716,-0.5428484,0.9613331321351865,1.0,0.00029983509070011493,0.0005616084465910367,-0.0
LUCAT1,1.2870795590135407e-05,AKI,0.020949468,-0.278012,0.9832859657089618,1.0,0.0011993403628004597,0.0010857763300760044,-0.0
CD209,1.113402168038864e-05,AKI,0.21787016,1.2249459,0.8275302723402401,1.0,0.002298735695367548,0.0011232168931820735,-0.0
CD209,1.113402168038864e-05,CKD,-0.06806064,-0.51951283,0.94573736630681,1.0,0.001426126640045636,0.001790998286871204,-0.0
CD209,1.113402168038864e-05,Ref,-0.22640386,-21.425524,0.8208873223947762,1.0,0.0,0.001851536044047068,-0.0
AC020571.1,1.0956041751635572e-05,AKI,0.31255403,2.4374728,0.7546195122426329,1.0,0.0020988456349008045,0.00041184619416676025,-0.0
AC020571.1,1.0956041751635572e-05,CKD,-0.20721492,-1.7322392,0.835842009766447,1.0,0.0005229131013500665,0.0016352593054041427,-0.0
AC020571.1,1.0956041751635572e-05,Ref,-0.15788691,-21.039293,0.8745459164393353,1.0,0.0,0.0012912027675591395,-0.0
CTA-384D8.34,1.0933393881879454e-05,AKI,-0.1640572,-1.5018036,0.8696861159497871,1.0,0.00034980760581680074,0.0012355385825002809,-0.0
CTA-384D8.34,1.0933393881879454e-05,CKD,0.14479803,1.4138182,0.8848703371016804,1.0,0.0012835139760410724,0.000506151689767949,-0.0
CTA-384D8.34,1.0933393881879454e-05,Ref,0.027987774,-0.23549978,0.9776719015331657,1.0,0.0010576414595452142,0.0008283187565473725,-0.0
IGHV4-39,1.0931027586745238e-05,AKI,0.0764681,0.9039991,0.9390466882744294,1.0,0.0008995052721003448,0.0004867273203788985,-0.0
IGHV4-39,1.0931027586745238e-05,CKD,-0.015428493,-0.19890398,0.9876903319873742,1.0,0.0006179882106864423,0.0007008254166017754,-0.0
IGHV4-39,1.0931027586745238e-05,Ref,-0.09234895,-20.744408,0.9264208021548407,1.0,0.0,0.0007552318074402515,-0.0
SCARA5,1.2131718812306616e-05,AKI,0.04399558,-0.50939214,0.964907926573253,1.0,0.0009494777872170306,0.0007113706990153132,-0.0
RP11-47L3.1,1.0905036598642678e-05,CKD,0.1351298,1.2076893,0.8925092508457448,1.0,0.001426126640045636,0.0007008254166017754,-0.0
RP11-47L3.1,1.0905036598642678e-05,Ref,0.15130664,0.828009,0.8797338288164689,1.0,0.0021152829190904283,0.0008770433892854533,-0.0
VIP,1.089526416580317e-05,AKI,-0.20545147,-0.7676958,0.8372194110497029,1.0,0.0010993953325670882,0.0022089932232580776,-0.0
VIP,1.089526416580317e-05,CKD,-0.023747759,-0.19258055,0.9810538112040448,1.0,0.0016638144133865754,0.001790998286871204,-0.0
VIP,1.089526416580317e-05,Ref,0.3474348,1.471836,0.7282646996431974,1.0,0.004230565838180857,0.001388652033035301,-0.0
HBA2,1.0883781211303082e-05,AKI,-0.4138592,-8.033854,0.6789772420966931,1.0,4.997251511668582e-05,0.002283874349470216,-0.0
HBA2,1.0883781211303082e-05,CKD,0.4362419,3.638679,0.662661231888058,1.0,0.002614565506750333,0.0002725432175673571,-0.0
HBA2,1.0883781211303082e-05,Ref,-0.037495572,-0.54339135,0.970089869447656,1.0,0.0010576414595452142,0.0013642897166662607,-0.0
FGG,1.08486500253805e-05,AKI,0.2062972,0.94578683,0.8365587668796588,1.0,0.002498625755834291,0.0013853008349245573,-0.0
FGG,1.08486500253805e-05,CKD,-0.051121492,-0.275174,0.9592287106539384,1.0,0.0017113519680547634,0.0019856720137050306,-0.0
FGG,1.08486500253805e-05,Ref,-0.2346729,-4.5657845,0.8144626165649981,1.0,0.00017627357659086903,0.002095159207737472,-0.0
RP11-190C22.9,1.0669834115314727e-05,AKI,-0.24265799,-1.8482114,0.8082703493937109,1.0,0.0004497526360501724,0.0017597064659852484,-0.0
RP11-47L3.1,1.0905036598642678e-05,AKI,-0.23573446,-2.0981495,0.8136387305178494,1.0,0.00029983509070011493,0.0015725036504549029,-0.0
SCARA5,1.2131718812306616e-05,CKD,-0.27557412,-21.233133,0.7828751990647288,1.0,0.0,0.0014795203239370814,-0.0
SCARA5,1.2131718812306616e-05,Ref,0.3531092,3.7855701,0.7240065582866508,1.0,0.0033491979552265115,0.000462884011011767,-0.0
FFAR2,1.2105493863728379e-05,AKI,0.24358553,1.1881175,0.8075518402026031,1.0,0.002848433361651092,0.0015350630873488338,-0.0
FFAR2,1.2105493863728379e-05,CKD,-0.14721948,-0.82559246,0.8829587818937215,1.0,0.0016638144133865754,0.002452888958106214,-0.0
FFAR2,1.2105493863728379e-05,Ref,-0.14478572,-1.2929821,0.8848800572791559,1.0,0.0010576414595452142,0.002241333105951714,-0.0
PPBP,1.197269351855219e-05,AKI,-0.42972144,-1.3949345,0.6673982803534011,1.0,0.0010494228174504022,0.0033696506795462206,-0.0
PPBP,1.197269351855219e-05,CKD,0.64448655,2.1006887,0.5192599672958457,1.0,0.004278379920136908,0.0008176296527020714,-0.0
PPBP,1.197269351855219e-05,Ref,-0.3306688,-21.923326,0.7408946699620839,1.0,0.0,0.002704217116963481,-0.0
CTD-3064M3.7,1.184365462509544e-05,AKI,-0.25418037,-1.6844794,0.7993562235724405,1.0,0.0004997251511668582,0.0018720281553034558,-0.0
CTD-3064M3.7,1.184365462509544e-05,CKD,0.24138486,1.7153101,0.8092568420920045,1.0,0.0019965772960638907,0.0007008254166017754,-0.0
CTD-3064M3.7,1.184365462509544e-05,Ref,0.017401382,-0.62876,0.9861164062378782,1.0,0.0014101886127269522,0.0012668404511900992,-0.0
NCR1,1.180799754448552e-05,AKI,0.43067774,2.3229733,0.6667027032245281,1.0,0.0029983509070011494,0.000673930135909244,-0.0
RP11-214O1.3,1.1435942088841996e-05,Ref,0.38463786,1.6174358,0.7005057297591187,1.0,0.0038780186849991186,0.000730869491071211,-0.0
NCR1,1.180799754448552e-05,Ref,-0.13430855,-1.6441913,0.8931585908490587,1.0,0.0007050943063634761,0.0018028114113089872,-0.0
COL10A1,1.1643119369344928e-05,AKI,-0.015900744,0.052727215,0.9873135769135297,1.0,0.0012992853930338315,0.0013853008349245573,-0.0
COL10A1,1.1643119369344928e-05,CKD,-0.054279998,-0.48750627,0.9567120844065664,1.0,0.0011884388667046967,0.0014795203239370814,-0.0
COL10A1,1.1643119369344928e-05,Ref,0.106770806,0.80026275,0.9149708100949661,1.0,0.0021152829190904283,0.0012424781348210588,-0.0
CALB2,1.1540497525236814e-05,AKI,-0.06007171,-1.3731021,0.9520985223195761,1.0,0.00019989006046674328,0.0005241678834849677,-0.0
CALB2,1.1540497525236814e-05,CKD,-0.05001867,-1.7135134,0.9601075117959869,1.0,0.00023768777334093934,0.000506151689767949,-0.0
CALB2,1.1540497525236814e-05,Ref,0.16719936,3.2976062,0.8672131878734853,1.0,0.0015864621893178213,0.0002192608473213633,-0.0
TRAV17,1.144888763114709e-05,AKI,0.11819928,0.80487424,0.905909759610215,1.0,0.0014991754535005747,0.0008611329514395897,-0.0
TRAV17,1.144888763114709e-05,CKD,-0.013908879,-0.09961614,0.9889026778445289,1.0,0.001093363757368321,0.001168042361002959,-0.0
TRAV17,1.144888763114709e-05,Ref,-0.15788691,-21.118975,0.8745459164393353,1.0,0.0,0.0012912027675591395,-0.0
RP11-214O1.3,1.1435942088841996e-05,AKI,-0.31207085,-3.1568942,0.7549866794163247,1.0,0.00014991754535005747,0.0018345875921973866,-0.0
RP11-214O1.3,1.1435942088841996e-05,CKD,0.057872534,1.0249822,0.9538501607433767,1.0,0.0012835139760410724,0.0009733686341691325,-0.0
NCR1,1.180799754448552e-05,CKD,-0.34018046,-2.016815,0.7337206413217288,1.0,0.0006655257653546302,0.0024918237034729793,-0.0
RP11-731F5.2,1.569736474491455e-05,Ref,-0.04766397,-20.100128,0.9619840480209262,1.0,0.0,0.0003897970619046459,-0.0
GPR183,0.0004629933067525903,Ref,-0.28384238,0.079022,0.7765311634792202,1.0,0.03684117750749163,0.039418227885107314,-0.0
TM4SF18,0.00047167376061440244,CKD,0.3558799,0.051773317,0.7219305041406694,1.0,0.09921087659250809,0.09741473290764678,-0.0
EMB,0.00047142519011924823,Ref,0.55410993,-0.10721456,0.5795036027313787,1.0,0.05164815794112462,0.0464102126830219,-0.0
LHFP,0.00046161241165568764,CKD,-0.67668355,-0.082454264,0.4986067528142797,1.0,0.013785890853774482,0.01748170066967762,-0.0
BIN2,0.00046149310925497214,Ref,-0.66962713,-0.47516346,0.5030955161706627,1.0,0.041248016922263354,0.046166589519331495,-0.0
REG1B,1.5576043515300082e-05,AKI,0.6901963,2.0011795,0.49007078282141603,1.0,0.00514716905701864,0.0014227413980306264,-0.0
REG1B,1.5576043515300082e-05,CKD,-0.42687082,-1.4532033,0.6694734117721757,1.0,0.001758889522722951,0.004049213518143592,-0.0
REG1B,1.5576043515300082e-05,Ref,-0.39543274,-2.7608886,0.6925235520201962,1.0,0.00017627357659086903,0.0034107242916656517,-0.0
RP1-232P20.1,1.5481103842620232e-05,AKI,0.120671995,0.79914004,0.9039508390147032,1.0,0.0018489830593173755,0.0011980980193942116,-0.0
RP1-232P20.1,1.5481103842620232e-05,CKD,0.014923104,-0.093900494,0.98809352747953,1.0,0.0015212017493820118,0.001440585578570316,-0.0
SCG2,1.3448659590938417e-05,Ref,0.18867409,1.8403714,0.8503482614532181,1.0,0.0024678300722721664,0.000925768022023534,-0.0
RP11-568N6.1,1.5396600487822714e-05,AKI,-0.27036393,-1.6536126,0.7868802818209462,1.0,0.0007495877267502874,0.0022089932232580776,-0.0
RP11-568N6.1,1.5396600487822714e-05,CKD,0.2365061,1.3689694,0.8130399707951713,1.0,0.0022818026240730175,0.001012303379535898,-0.0
RP11-568N6.1,1.5396600487822714e-05,Ref,0.049351178,0.09599965,0.96063943518888,1.0,0.0019390093424995593,0.0015348259312495433,-0.0
C19orf59,1.5319452161070105e-05,AKI,-0.23582457,-21.337011,0.813568797363655,1.0,0.0,0.00127297914560635,-0.0
C19orf59,1.5319452161070105e-05,CKD,0.25275955,5.067381,0.8004540192198848,1.0,0.001473664194713824,0.0001168042361002959,-0.0
C19orf59,1.5319452161070105e-05,Ref,-0.027734142,-1.9229041,0.9778741923156342,1.0,0.0005288207297726071,0.0007552318074402515,-0.0
RP11-251M1.1,1.520536651180567e-05,CKD,-0.3816675,-0.16734655,0.70270801606068,1.0,0.0034702414907777143,0.005528733842080673,-0.0
FAP,1.5086287280053186e-05,AKI,0.02595036,0.09669124,0.9792969321828924,1.0,0.0026485433011843485,0.0025085177281066306,-0.0
FAP,1.5086287280053186e-05,CKD,0.06382792,0.12224262,0.9491072485231563,1.0,0.0027571781707548962,0.0024139542127394487,-0.0
FAP,1.5086287280053186e-05,Ref,-0.13653979,-0.59341484,0.8913945779851469,1.0,0.0015864621893178213,0.002704217116963481,-0.0
PTCRA,1.5040887763579361e-05,AKI,0.5720874,2.5998387,0.5672627433384716,1.0,0.00394782869421818,0.0008611329514395897,-0.0
PTCRA,1.5040887763579361e-05,CKD,-0.36951816,-1.8939687,0.7117415360442394,1.0,0.001093363757368321,0.0030758448839744586,-0.0
RP1-232P20.1,1.5481103842620232e-05,Ref,-0.20555088,-21.081232,0.8371417523894991,1.0,0.0,0.0016809998294637855,-0.0
TKTL1,1.6575752147573523e-05,Ref,-0.14754784,-2.134407,0.8826996187939697,1.0,0.00035254715318173806,0.0015591882476185836,-0.0
CCL8,1.6529660241167447e-05,AKI,-0.0828135,-0.26791063,0.933999836136601,1.0,0.0020988456349008045,0.0025459582912127,-0.0
CCL8,1.6529660241167447e-05,CKD,0.18475892,0.60315907,0.8534181378947123,1.0,0.00289979083475946,0.0019078025229714998,-0.0
CCL8,1.6529660241167447e-05,Ref,-0.15596707,-1.0617152,0.8760589764674421,1.0,0.0012339150361360832,0.002509318586011158,-0.0
HAS1,1.6487180405734246e-05,AKI,-0.124848306,-20.393103,0.9006436448982416,1.0,0.0,0.000673930135909244,-0.0
HAS1,1.6487180405734246e-05,CKD,-0.08221255,-1.8435192,0.934477689026711,1.0,0.0001426126640045636,0.0005840211805014795,-0.0
HAS1,1.6487180405734246e-05,Ref,0.31437543,4.9896965,0.7532359223164686,1.0,0.0026441036488630354,7.30869491071211e-05,-0.0
RP11-597D13.9,1.6410380411120505e-05,AKI,-0.29586023,-2.5344782,0.7673368185886191,1.0,0.00019989006046674328,0.0017971470290913175,-0.0
RP11-597D13.9,1.6410380411120505e-05,CKD,-0.08711717,-0.39927593,0.9305783762749102,1.0,0.0008556759840273817,0.0013237813424700202,-0.0
RP11-597D13.9,1.6410380411120505e-05,Ref,0.5809314,2.8718393,0.56128666591688,1.0,0.005288207297726071,0.0005359709601188881,-0.0
CXCL9,1.611895256860805e-05,AKI,0.2971718,0.87090844,0.7663353425855043,1.0,0.004297636300034981,0.002695720543636976,-0.0
CXCL9,1.611895256860805e-05,CKD,-0.4050019,-1.0267241,0.6854761097198809,1.0,0.002186727514736642,0.004360691481077714,-0.0
RP11-731F5.2,1.569736474491455e-05,CKD,-0.06771693,-2.2103236,0.9460109725868474,1.0,0.0001426126640045636,0.000506151689767949,-0.0
NIBAN3,1.5869732358386453e-05,AKI,0.21531668,1.336363,0.8295204186478091,1.0,0.0017990105442006897,0.000636489572803175,-0.0
NIBAN3,1.5869732358386453e-05,CKD,-0.110502265,-0.631176,0.9120110549424134,1.0,0.0008081384293591937,0.0014016508332035508,-0.0
NIBAN3,1.5869732358386453e-05,Ref,-0.15788691,-20.957146,0.8745459164393353,1.0,0.0,0.0012912027675591395,-0.0
IGKV4-1,1.583659956997536e-05,AKI,0.5232462,2.536024,0.600802906741957,1.0,0.0034980760581680074,0.000673930135909244,-0.0
IGKV4-1,1.583659956997536e-05,CKD,-0.34832045,-1.8301718,0.7275995386504197,1.0,0.0008556759840273817,0.002725432175673571,-0.0
IGKV4-1,1.583659956997536e-05,Ref,-0.26215184,-21.95989,0.7932043787710351,1.0,0.0,0.0021438838404755525,-0.0
PI3,1.5782813866915714e-05,CKD,-0.4654431,-1.2946631,0.6416141765339969,1.0,0.0019015021867275148,0.004399626226444479,-0.0
PI3,1.5782813866915714e-05,Ref,-0.45578673,-22.246708,0.6485433491956929,1.0,0.0,0.0037274344044631764,-0.0
KLRC3,1.5708653978263696e-05,AKI,0.2084545,1.2728716,0.8348741057475568,1.0,0.0019489280895507472,0.0008236923883335205,-0.0
KLRC3,1.5708653978263696e-05,CKD,-0.10414871,-0.689032,0.9170513395306611,1.0,0.0009982886480319453,0.001557389814670612,-0.0
KLRC3,1.5708653978263696e-05,Ref,-0.15716854,-2.83263,0.8751120189806679,1.0,0.00017627357659086903,0.001461738982142422,-0.0
RP11-731F5.2,1.569736474491455e-05,AKI,0.09954541,2.9152267,0.920705232797132,1.0,0.0006496426965169157,0.00011232168931820734,-0.0
CXCL9,1.611895256860805e-05,Ref,0.16669261,0.17868751,0.8676119121948065,1.0,0.004583112991362595,0.0032158257607133285,-0.0
IGLV6-57,1.3785421855923308e-05,AKI,0.39614394,2.5257676,0.6919988525189402,1.0,0.0029983509070011494,0.0008611329514395897,-0.0
IGLV6-57,1.3785421855923308e-05,CKD,-0.23168251,-1.8202169,0.8167846223392521,1.0,0.001093363757368321,0.002336084722005918,-0.0
IGLV6-57,1.3785421855923308e-05,Ref,-0.24725685,-21.582508,0.804709449129497,1.0,0.0,0.0020220722586303504,-0.0
HBA1,1.3769622281889832e-05,AKI,-0.25423443,-2.042251,0.7993144526896625,1.0,0.0004997251511668582,0.0018720281553034558,-0.0
HBA1,1.3769622281889832e-05,CKD,0.321862,2.20956,0.7475572423022887,1.0,0.00223426506940483,0.000506151689767949,-0.0
HBA1,1.3769622281889832e-05,Ref,-0.10510198,-1.2474533,0.9162948907044633,1.0,0.0005288207297726071,0.001388652033035301,-0.0
RP11-572C15.6,1.369552547754967e-05,AKI,-0.52019155,-4.7371097,0.6029300641107052,1.0,0.00014991754535005747,0.0029578044853794602,-0.0
RP11-572C15.6,1.369552547754967e-05,CKD,-0.07932122,-0.6266316,0.9367771269546923,1.0,0.0015212017493820118,0.001946737268338265,-0.0
AC005550.3,1.3572955001051592e-05,AKI,-0.027744068,-18.284815,0.9778662762636162,1.0,0.0,0.00014976225242427645,-0.0
AC005550.3,1.3572955001051592e-05,CKD,-0.0290078,-18.34128,0.9768583690812704,1.0,0.0,0.0001557389814670612,-0.0
AC005550.3,1.3572955001051592e-05,Ref,0.086218186,20.52081,0.9312929755382168,1.0,0.0007050943063634761,0.0,-0.0
RP11-284N8.3,1.3572853379542922e-05,AKI,-0.10846092,-0.5873181,0.9136300784681214,1.0,0.0007995602418669731,0.0013853008349245573,-0.0
PTCRA,1.5040887763579361e-05,Ref,-0.30385783,-21.978449,0.7612362152477185,1.0,0.0,0.0024849562696421176,-0.0
RP11-284N8.3,1.3572853379542922e-05,Ref,0.11187076,0.49382797,0.9109258839497991,1.0,0.0019390093424995593,0.0010232172874996954,-0.0
CCL3L3,1.3544337660002592e-05,AKI,-0.38841695,-21.881023,0.6977075041652355,1.0,0.0,0.0020966715339398707,-0.0
CCL3L3,1.3544337660002592e-05,CKD,0.43145105,4.662589,0.6661404397757056,1.0,0.0024719528427457694,0.0001557389814670612,-0.0
CCL3L3,1.3544337660002592e-05,Ref,-0.06874329,-1.5173801,0.9451939630756738,1.0,0.0007050943063634761,0.0012668404511900992,-0.0
DUOXA2,1.354149486171998e-05,AKI,0.09270437,0.9712775,0.9261384276017743,1.0,0.0010993953325670882,0.0005990490096971058,-0.0
DUOXA2,1.354149486171998e-05,CKD,-0.19507353,-3.0485008,0.8453353842520777,1.0,0.00023768777334093934,0.001284846597103255,-0.0
DUOXA2,1.354149486171998e-05,Ref,0.15669383,1.7362728,0.8754861452268496,1.0,0.0019390093424995593,0.0006577825419640899,-0.0
RP11-161M6.2,1.3504569088170261e-05,AKI,-0.20328932,-1.218652,0.8389089066247986,1.0,0.0005496976662835441,0.001647384776667041,-0.0
RP11-161M6.2,1.3504569088170261e-05,CKD,0.14874013,0.9173192,0.8817586923999035,1.0,0.0016162768587183875,0.0008176296527020714,-0.0
RP11-161M6.2,1.3504569088170261e-05,Ref,0.081420176,0.34298944,0.9351078050282111,1.0,0.0017627357659086903,0.0010963042366068166,-0.0
SCG2,1.3448659590938417e-05,AKI,0.14129739,0.8357142,0.887635014970015,1.0,0.0015491479686172605,0.0007862518252274514,-0.0
SCG2,1.3448659590938417e-05,CKD,-0.26439935,-2.9286633,0.7914722037792287,1.0,0.0003327628826773151,0.0017520635415044386,-0.0
RP11-284N8.3,1.3572853379542922e-05,CKD,0.034432627,0.3131989,0.9725321646308717,1.0,0.0012359764213728847,0.0010512381249026632,-0.0
CADM2,1.4982669063602793e-05,AKI,-0.04811747,0.12199415,0.961622623845866,1.0,0.0013492579081505172,0.001609944213560972,-0.0
CADM2,1.4982669063602793e-05,CKD,-0.08892637,-0.72931623,0.9291404286772246,1.0,0.0012359764213728847,0.0017131287961376733,-0.0
CADM2,1.4982669063602793e-05,Ref,0.20835397,1.0311794,0.8349526015354131,1.0,0.0029966508020447735,0.0012912027675591395,-0.0
SV2B,1.4970415981845616e-05,AKI,-0.21461377,-0.66459733,0.8300684620725015,1.0,0.0014991754535005747,0.0026582799805309073,-0.0
SV2B,1.4970415981845616e-05,CKD,0.23390469,0.7855354,0.8150589668434359,1.0,0.002852253280091272,0.0015963245600373775,-0.0
SV2B,1.4970415981845616e-05,Ref,-0.031148463,-0.41883618,0.9751511395632522,1.0,0.0019390093424995593,0.002192608473213633,-0.0
CXCL11,1.4750083862674933e-05,AKI,0.12990327,0.87623906,0.8966429586852646,1.0,0.0018989555744340612,0.0011980980193942116,-0.0
CXCL11,1.4750083862674933e-05,CKD,-0.1372227,-0.8709832,0.8908547572330724,1.0,0.001093363757368321,0.0018299330322379692,-0.0
